Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
"click(findTestObject(""Page_Automated Test Campaign  Salesforce/div_Create Guest Lists In Zkipster""))",Chrome 73.0.3683.103,,2019-05-06 17:20:43,2019-05-06 17:20:43,0.210s,PASSED
delay(5),Chrome 73.0.3683.103,,2019-05-06 17:20:43,2019-05-06 17:20:48,5.129s,PASSED
"click(findTestObject(""Page_Automated Test Campaign  Salesforce/button_Close this window""))",Chrome 73.0.3683.103,,2019-05-06 17:20:48,2019-05-06 17:20:49,0.153s,PASSED
delay(3),Chrome 73.0.3683.103,,2019-05-06 17:20:49,2019-05-06 17:20:52,3.030s,PASSED
"click(findTestObject(""Page_Automated Test Campaign  Salesforce/div_Sync Guests to Zkipster""))",Chrome 73.0.3683.103,,2019-05-06 17:20:52,2019-05-06 17:20:52,0.147s,PASSED
delay(5),Chrome 73.0.3683.103,,2019-05-06 17:20:52,2019-05-06 17:20:57,5.015s,PASSED
"click(findTestObject(""Page_Automated Test Campaign  Salesforce/lightning-primitive-icon""))",Chrome 73.0.3683.103,,2019-05-06 17:20:57,2019-05-06 17:20:57,0.225s,PASSED
"navigateToUrl(""https://account.zkipster.com/Login/Login?ReturnUrl=%2fGuests%2fEdit"")",Chrome 73.0.3683.103,,2019-05-06 17:20:57,2019-05-06 17:21:03,5.492s,PASSED
"setText(findTestObject(""Page_zkipster - Log In/input_Log In_UserName""), ""MonashAdmin1"")",Chrome 73.0.3683.103,,2019-05-06 17:21:03,2019-05-06 17:21:03,0.260s,PASSED
"setEncryptedText(findTestObject(""Page_zkipster - Log In/input_Log In_Password""), ""B1Kdm3v38+DzKq91AaaXQg=="")",Chrome 73.0.3683.103,,2019-05-06 17:21:03,2019-05-06 17:21:03,0.124s,PASSED
"click(findTestObject(""Page_zkipster - Log In/input_Log In_login_submit""))",Chrome 73.0.3683.103,,2019-05-06 17:21:03,2019-05-06 17:21:11,7.505s,PASSED
delay(5),Chrome 73.0.3683.103,,2019-05-06 17:21:11,2019-05-06 17:21:16,5.036s,PASSED
"click(findTestObject(""Page_zkipster - Events/a_Automated Test Campaign""))",Chrome 73.0.3683.103,,2019-05-06 17:21:16,2019-05-06 17:21:21,4.801s,PASSED
"click(findTestObject(""Page_zkipster - Guest Lists/td_1""))",Chrome 73.0.3683.103,,2019-05-06 17:21:21,2019-05-06 17:21:29,8.531s,PASSED
delay(7),Chrome 73.0.3683.103,,2019-05-06 17:21:29,2019-05-06 17:21:36,7.118s,PASSED
"GuestFirstName = getText(findTestObject(""Page_zkipster - Guests/div_Test Monash""))",Chrome 73.0.3683.103,,2019-05-06 17:21:36,2019-05-06 17:21:37,0.571s,PASSED
print(GuestFirstName),Chrome 73.0.3683.103,,2019-05-06 17:21:37,2019-05-06 17:21:37,0.006s,PASSED
"GuestLastName = getText(findTestObject(""Object Repository/Page_zkipster - Guests/div_Rabobank""))",Chrome 73.0.3683.103,,2019-05-06 17:21:37,2019-05-06 17:21:37,0.207s,PASSED
print(GuestLastName),Chrome 73.0.3683.103,,2019-05-06 17:21:37,2019-05-06 17:21:37,0.029s,PASSED
"GuestName = GuestFirstName + "" "" + GuestLastName",Chrome 73.0.3683.103,,2019-05-06 17:21:37,2019-05-06 17:21:37,0.005s,PASSED
print(GuestName),Chrome 73.0.3683.103,,2019-05-06 17:21:37,2019-05-06 17:21:37,0.005s,PASSED
print(constName),Chrome 73.0.3683.103,,2019-05-06 17:21:37,2019-05-06 17:21:37,0.007s,PASSED
if (GuestName == constName),Chrome 73.0.3683.103,,2019-05-06 17:21:37,2019-05-06 17:21:37,0.013s,PASSED
